title,imdb_id,title_id,netflix_show_id,content_type,is_movie,primary_genre,genres_combined,release_year,decade,content_age,is_recent,date_added,has_date_added,description,description_word_count,title_length,director,has_director_info,cast,has_cast_info,character_names,credits_count,runtime_minutes,runtime_category,age_rating,imdb_score,has_imdb_score,tmdb_score,has_tmdb_score,user_rating,vote_average,combined_score,popularity,popularity_tier,vote_count,imdb_votes,country,language_code,is_netflix_original,is_duplicate_title,is_latest_version,has_runtime,has_language_code,is_date_missing
Unacknowledged,,,s8657,Movie,True,Documentary,"Documentary, Mystery, Fantasy, Sci-Fi",2017,2010,9,False,2017-08-21,True,Noted UFO expert Dr. Steven Greer interviews witnesses and presents classified documents concerning the existence of extraterrestrials.,17,14.0,Michael Mazzola,True,,False,Unknown,0,104.0,Long,TV-MA,,False,,False,6.2,6.2,6.2,8.782,Low,131,0,United States,en,False,False,True,True,True,False
Unauthorized Living,tt6970700,ts84056,,TV Show,False,Drama,Drama,2018,2010,8,False,,False,"When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",24,19.0,,False,"Jose Coronado, Álex González, Claudia Traisac, Luis Zahera",True,"Nemesio 'Nemo' Bandeira, Mario Mendoza, Lara Balares, Ferro",4,75.0,Series,TV-MA,7.4,True,7.3,True,,,7.35,29.714,Medium,0,4764,ES,,False,True,False,True,False,True
Unauthorized Living,,,s2977,TV Show,False,Crime,"Crime, International",2020,2020,6,False,2020-01-31,True,"When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",24,19.0,,False,"José Coronado, Álex González, Claudia Traisac, Luís Zahera, Pilar Castro, Àlex Monner, Giulia Charm, Unax Ugalde, Ricardo Gómez, Ledicia Sola, Leonor Watling, Patrick Criado, Xabier Deive, Camila Bossa, María Guinea, Édgar Vittorino, Javier Abad, Daniel Currás, Mercedes Castro, Paula Morado, Paula Pier, Carmela Martins, Denis Gómez, Miguel Borines, Ana Villagrasa, Xavier Estévez, Carlos Hipólito",True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,Spain,,False,True,True,True,False,False
Unbelievable,tt7909970,ts221904,s3526,TV Show,False,Drama,"Drama, Crime",2019,2010,7,False,2019-09-13,True,"A teenager is charged with lying about her rape allegation, but two determined investigative female detectives discover a far more sinister truth.",22,12.0,,False,"Kaitlyn Dever, Toni Collette, Merritt Wever",True,"Marie Adler, Detective Grace Rasmussen, Detective Karen Duvall",3,48.0,Series,TV-MA,8.4,True,8.1,True,,,8.25,20.378,Medium,0,98384,US,,False,False,True,True,False,False
Unbreakable Kimmy Schmidt,tt3339966,ts21885,,TV Show,False,Comedy,"Comedy, Drama",2015,2010,11,False,,False,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",26,25.0,,False,"Ellie Kemper, Tituss Burgess, Jane Krakowski, Carol Kane",True,"Kimmy Schmidt, Titus Andromedon, Jacqueline Voorhees / White, Lillian Kaushtupper",4,30.0,Series,TV-14,7.6,True,7.2,True,,,7.4,25.634,Medium,0,71266,US,,False,True,False,True,False,True
Unbreakable Kimmy Schmidt,,,s4845,TV Show,False,Comedy,Comedy,2019,2010,7,False,2018-05-30,True,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",26,25.0,,False,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,United States,,False,True,True,True,False,False
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,tt10324166,tm885775,s2544,Movie,True,Comedy,"Comedy, Sci-Fi, Romance",2020,2020,6,False,2020-05-12,True,Kimmy's a famous author and she's about to marry a prince! But first she has to foil the Reverend's evil plot. It's your move: What should Kimmy do next?,29,49.0,Claire Scanlon,True,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Daniel Radcliffe, Jon Hamm, Lauren Adams, Sara Chase, Sol Miranda, Amy Sedaris",True,"Kimmy Schmidt, Jacqueline White, Titus Andromedon, Lillian Kaushtupper, Prince Frederick Windsor, Richard Wayne Gary Wayne, Gretchen Chalker, Cyndee Pokorny, Donna Maria Nuñez, Mimi Kanassis",48,80.0,Standard,PG-13,6.9,True,6.4,True,6.49,6.49,6.57,8.317,Low,150,5376,US,en,False,False,True,True,True,False
Unbridled,tt7474914,tm408892,s3555,Movie,True,Thriller,"Thriller, European",2018,2010,8,False,2019-08-30,True,"Desperate to keep her husband’s secret, a devoted politician’s wife struggles to stave off threats that could ruin their promising new life.",22,9.0,Jota Linares,True,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos, Borja Luna, Mario Tardón, Mariana Cordero, Adrián Fonseca, Antonio Estrada, José Luis Rasero",True,"Nora, Abel, Virginia, Víctor, Félix, Martín, Madre Víctor, Camarero El General, Padre Nora, Taxista 1",19,96.0,Long,TV-MA,5.0,True,5.3,True,,,5.15,11.503,Medium,0,507,"IT, ES",,False,False,True,True,False,False
Unbroken,,,s3715,Movie,True,Documentary,"Documentary, International",2019,2010,7,False,2019-06-26,True,"After the brutal murders of their loved ones, three individuals share how they healed through forgiveness in this documentary presented by Aamir Khan.",23,8.0,Svati Chakravarty Bhatkal,True,,False,Unknown,0,109.0,Long,TV-14,,False,,False,,,,,Very Low,0,0,India,,False,False,True,True,False,False
Uncertain Glory,,,s5374,Movie,True,Drama,"Drama, International",2017,2010,9,False,2017-07-17,True,"When Lluís, a disinterested Spanish soldier, meets Carlana, he falls quickly in love, but soon discovers that Carlana's true passion is power.",22,15.0,Agustí Villaronga,True,"Marcel Borràs, Bruna Cusí, Nuria Prims, Oriol Pla, Luisa Gavasa, Terele Pávez, Fernando Esteso, Juan Diego, Roger Casamajor, Jorge Usón",True,Unknown,0,116.0,Long,TV-MA,,False,,False,,,,,Very Low,0,0,Spain,,False,False,True,True,False,False
Unchained fate,,ts285233,s3852,TV Show,False,Sci-Fi,"Sci-Fi, Drama",2016,2010,10,False,2019-05-08,True,"A young trio aims to protect the world from evil, armed with magic crystals that allow them to control time, commune with spirits, and more.",25,14.0,,False,"Lenna Lim, Jack Tan, Agnes Wang, Allan Toh Wei Lun, Mandy Chen",True,"Unknown, Unknown, Unknown, Unknown, Unknown",5,40.0,Series,TV-14,,False,,False,,,,0.855,Very Low,0,0,MY,,False,False,True,True,False,False
Unchained: The Untold Story of Freestyle Motocross,,,s5780,Movie,True,Documentary,"Documentary, Sports",2016,2010,10,False,2016-10-01,True,"This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers.",19,50.0,"Paul Taublieb, Jon Freeman",True,Josh Brolin,True,Unknown,0,92.0,Long,TV-MA,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Uncle From Another World,,ts296291,,TV Show,False,Sci-Fi,Sci-Fi,2022,2020,4,True,,False,"After being in a coma for 17 years, Takafumi's middle-aged uncle suddenly wakes up speaking an unrecognizable language and wielding magical powers.",22,24.0,,False,"Takehito Koyasu, Jun Fukuyama, Mikako Komatsu, Haruka Tomatsu, Aoi Yuki, Aki Toyosaki, Kenichi Suzumura, Nobuhiko Okamoto, Hisako Kanemoto",True,"Uncle (voice), Takafumi (voice), Fujimiya (voice), Elf (voice), Mabel (voice), Alicia (voice), Edger (voice), Raiga (voice), Sawae (voice)",9,24.0,Series,TV-MA,,False,7.0,True,,,7.0,64.356,High,0,0,JP,,False,False,True,True,False,True
Uncle Naji in UAE,tt10181594,tm678035,s3546,Movie,True,Comedy,"Comedy, Horror",2019,2010,7,False,2019-09-01,True,"Naji decides with his friends to go on holiday to a mountainous region, they face many funny and strange comedy situations ,but unexpected moment happened turned their funny journey to horror, fear and mystery.",34,17.0,Ahmed Zain,True,"Mohamed Alkendi, Alia Almannai, Ibrahim Almeirasi, Tariq Almuhairi, Ahmed Saif",True,"Unknown, Unknown, Unknown, Unknown, Unknown",6,95.0,Long,PG-13,5.0,True,10.0,True,,,7.5,1.272,Low,0,60,AE,,False,False,True,True,False,False
Uncorked,tt9261218,tm490222,s2772,Movie,True,Drama,"Drama, Comedy",2020,2020,6,False,2020-03-27,True,Elijah must balance his dream of becoming a master sommelier with his father's expectations that he carry on the family's Memphis BBQ joint.,23,8.0,Prentice Penny,True,"Mamoudou Athie, Courtney B. Vance, Niecy Nash, Matt McGorry, Sasha Compère, Gil Ozeri, Kelly Jenrette, Bernard David Jones, Meera Rohit Kumbhani, Jennifer Pierce Mathus",True,"Elijah, Louis, Sylvia, Harvard, Tanya, Richie, Brenda, JT, Leann, Albert Bichot Worker",31,104.0,Long,TV-MA,6.4,True,6.1,True,6.111,6.111,6.18,8.757,Low,226,5588,US,en,True,False,True,True,True,False
Uncovered,tt12499674,tm1149814,s2852,Movie,True,Crime,"Crime, Thriller, Action",2019,2010,7,False,2020-03-03,True,"The journalist Aluta finds herself unfolding a government conspiracy involving her father figure Frank Drake, a corrupt mine magnate.",19,9.0,Zuko Nodada,True,"Nqobile Khumalo, S'Thandiwe Kgoroge, Fezile Makhanya, Thandeka Nodada, Sorusha Naidoo, Robert Hobbs",True,"Unknown, Unknown, Unknown, Unknown, Unknown, Unknown",6,95.0,Long,TV-MA,4.6,True,,False,,,4.6,0.887,Very Low,0,24,ZA,,False,False,True,True,False,False
Uncut Gems,,,s2472,Movie,True,Drama,"Drama, Thriller, Crime",2019,2010,7,False,2020-05-25,True,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hopes of staying afloat and alive.",24,10.0,"Josh Safdie, Benny Safdie",True,"Adam Sandler, LaKeith Stanfield, Kevin Garnett, Julia Fox, Idina Menzel, Eric Bogosian, Judd Hirsch, Abel Tesfaye",True,Unknown,0,135.0,Very Long,R,,False,,False,7.156,7.156,7.16,32.323,Medium,4837,0,United States,en,False,False,True,True,True,False
Undefeated,tt1860355,tm174190,s5323,Movie,True,Documentary,"Documentary, Sports",2011,2010,15,False,2017-08-18,True,"Set against the backdrop of a high school football season, Dan Lindsay and T.J. Martin’s documentary UNDEFEATED is an intimate chronicle of three underprivileged student-athletes from inner-city Memphis and the volunteer coach trying to help them beat the odds on and off the field.  For players and coaches alike, the season will be not only about winning games — it will be about how they grapple with the unforeseeable events that are part of football and part of life.",79,10.0,"T.J. Martin, Daniel Lindsay",True,"O.C. Brown, Bill Courtney, Chavis Daniels, Montrail 'Money' Brown",True,"Himself, Himself, Himself, Himself",6,113.0,Long,PG-13,7.7,True,7.7,True,7.4,7.4,7.55,6.591,Low,76,7073,US,en,False,False,True,True,True,False
Under an Arctic Sky,,,s8658,Movie,True,Action,"Action, Documentary, Sports",2017,2010,9,False,2017-12-15,True,"Six fearless surfers travel to the north coast of Iceland to ride waves unlike anything they've ever experienced, captured with high-tech cameras.",22,19.0,Chris Burkard,True,"Chris Burkard, Sam Hammer, Heidar Logi, Elli Thor Magnusson, Ingo Olsen, Timmy Reyes, Justin Quintal, Steve Hawk, Sigurdur Jonsson, Mark Renneker",True,Unknown,0,40.0,Short,TV-14,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Under Arrest,,,s5055,TV Show,False,Crime,"Crime, Docuseries, International",2016,2010,10,False,2018-02-01,True,"Cameras follow police officers as they solve crimes, assist the public and arrest lawbreakers in this reality series.",18,12.0,Dan Forrer,True,,False,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Under Siege,,,s956,Movie,True,Action,Action,1992,1990,34,False,2021-05-01,True,A disgruntled former CIA operative and his group of terrorists commandeer a nuclear battleship. Standing in their way is one tough cook.,22,11.0,Andrew Davis,True,"Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak, Colm Meaney, Damian Chapa, Andy Romano, Patrick O'Neal, Nick Mancuso, Troy Evans",True,Unknown,0,102.0,Long,R,,False,,False,,,,,Very Low,0,0,"France, United States",,False,False,True,True,False,False
Under Suspicion: Uncovering the Wesphael Case,tt14078186,ts285106,s1197,TV Show,False,Crime,"Crime, Documentary",2021,2020,5,True,2021-03-17,True,"This docuseries follows the high-profile case of Belgian politician Bernard Wesphael, who was accused of murdering his wife in 2013.",20,45.0,Alain Brunard,True,Bernard Wesphael,True,Unknown,1,36.0,Series,TV-14,6.3,True,7.8,True,,,7.05,1.684,Low,0,746,Belgium,,False,False,True,True,False,False
Under the Amalfi Sun,tt15311262,tm1227918,,Movie,True,Romance,"Romance, Comedy, Drama",2022,2020,4,True,,False,"A year after their romance began in Riccione, Vincenzo and Camilla reunite for a vacation on the picturesque Amalfi Coast and put their love to the test.",27,20.0,Martina Pastori,True,"Lorenzo Zurzolo, Ludovica Martino, Isabella Ferrari, Luca Ward, Davide Calgaro, Kyshan Wilson, Nicolas Maupas, Elena Funari, Marit Nissen, Raz Degan",True,"Vincenzo, Camilla, Irene, Lucio, Furio, Nathalie, Hans, Rebecca, Brigitte, David",12,90.0,Long,PG-13,5.2,True,6.3,True,,,5.75,561.722,Very High,0,502,IT,,False,False,True,True,False,True
Under the Black Moonlight,,,s5439,TV Show,False,International,"International, Drama",2016,2010,10,False,2017-06-10,True,A college art club welcomes a new member who has the secret ability to smell death and who warns one of them to leave her boyfriend ... or else.,29,25.0,,False,"Tae-hyun Nam, Soo-yeon Kim, Seo-ra Kim, Tae-hwan Kang, Young-jo Yang",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,South Korea,,False,False,True,True,False,False
Under the Bombs,tt1094275,tm76029,s1828,Movie,True,War,"War, Romance, Drama, History, European",2007,2000,19,False,2020-10-19,True,"In the wake of Israel's 2006 bombardment of Lebanon, a determined woman finds her way into the country convincing a taxi driver to take a risky journey around the scarred region in search of her sister and her son.",39,15.0,Philippe Aractingi,True,"Nada Abou Farhat, Georges Khabbaz, Rawia Elchab, Bshara Atallah, Zaynab Balhas, Hadi Medhi, Ali Maerouf Amer, Kamal Balhas, Mounifeh Salameh, Clancy Chassay",True,"Zeina, Toni, Hotel Receptionist, Journalist, Zaynab, Tarek, L'enfant Ali, Le père de Zaynab, La tante de Tony, Reporter",33,98.0,Long,TV-MA,7.0,True,6.4,True,,,6.7,2.151,Low,0,1655,"LB, GB, FR",,False,False,True,True,False,False
Under the Eiffel Tower,,,s3498,Movie,True,Comedy,"Comedy, Independent, International",2018,2010,8,False,2019-09-23,True,An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.,22,22.0,Archie Borders,True,"Matt Walsh, Judith Godreche, Reid Scott, Michaela Watkins, David Wain, Gary Cole",True,Unknown,0,87.0,Standard,TV-MA,,False,,False,,,,,Very Low,0,0,United States,,False,True,False,True,False,False
Under the Eiffel Tower,tt6251390,tm450478,,Movie,True,Romance,"Romance, Comedy",2019,2010,7,False,,False,"Stuart is a having a mid-life crisis. Desperate for something more in life, he tags along on his best friend's family vacation to Paris - then proposes to his friend's 24-year-old daughter, Rosalind, while standing under the Eiffel Tower.",39,22.0,Archie Borders,True,"Matt Walsh, Judith Godrèche, Reid Scott, Michaela Watkins, David Wain, Dylan Gelula, Gary Cole, Ary Abittan, Morgan Walsh, Avant Strangel",True,"Stuart, Louise, Liam, Tillie, Frank, Rosalind, Gerard, Frederic, Sharron, David - VP of Sales",11,87.0,Standard,Not Rated,5.4,True,5.9,True,,,5.65,4.634,Low,0,1031,US,,False,True,True,True,False,True
Under the Riccione Sun,tt10941528,tm895839,s2320,Movie,True,Romance,"Romance, Comedy, Drama",2020,2020,6,False,2020-07-01,True,"While vacationing on the crowded beaches of Riccione, a group of teenagers becomes fast friends as they grapple with relationship issues and romance.",23,22.0,"Niccolò Celaia, Antonio Usbergo",True,"Cristiano Caccamo, Saul Nanni, Andrea Roncato, Lorenzo Zurzolo, Ludovica Martino, Isabella Ferrari, Luca Ward, Davide Calgaro, Fotinì Peluso, Matteo Oscar Giuggioli",True,"Ciro, Marco, Gualtiero, Vincenzo, Camilla, Irene, Lucio, Furio, Guenda, Tommy",18,101.0,Long,TV-MA,5.5,True,6.2,True,6.2,6.2,6.02,13.561,Medium,554,2463,IT,it,True,False,True,True,True,False
Under the Shadow,tt4273292,tm233214,s5642,Movie,True,War,"War, Drama, Horror, Thriller, Fantasy",2016,2010,10,False,2017-01-07,True,"After Shideh's building is hit by a missile during the Iran-Iraq War, a superstitious neighbor suggests that the missile was cursed and might be carrying malevolent Middle-Eastern spirits. She becomes convinced a supernatural force within the building is attempting to possess her daughter Dorsa, and she has no choice but to confront these forces if she is to save her daughter and herself.",63,16.0,Babak Anvari,True,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Ray Haratian, Hamid Djavadan, Bijan Daneshmand, Behi Djanati Atai, Aram Ghasemy, Soussan Farrokhnia, Arash Marandi",True,"Shideh, Dorsa, Iraj, Mr. Ebrahimi, Mr. Fakur, Director, Pargol, Mrs. Ebrahimi, Mrs. Fakur, Dr. Reza",15,84.0,Standard,PG-13,6.8,True,6.5,True,6.5,6.5,6.58,9.878,Low,666,27337,"GB, IR, JO, QA",fa,False,False,True,True,True,False
Under The Skin,,,s8659,Movie,True,Drama,"Drama, Independent, International",2013,2010,13,False,2018-07-15,True,"A seductive alien prowls the streets in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.",26,14.0,Jonathan Glazer,True,"Scarlett Johansson, Krystof Hádek, Jeremy McWilliams, Joe Szula, Lynsey Taylor Mackay, Dougie McConnell, Kevin McAlinden, Andrew Gorman, Roy Armstrong, Alison Chand, Paul Brannigan",True,Unknown,0,108.0,Long,R,,False,,False,,,,,Very Low,0,0,"Switzerland, United Kingdom, United States",,False,False,True,True,False,False
Undercover,tt7263154,ts88469,,TV Show,False,Drama,"Drama, Crime, Thriller",2019,2010,7,False,,False,Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,24,10.0,,False,"Tom Waes, Frank Lammers, Elise Schaap, Jeroen Van der Ven, Ruth Becquart, Gökhan Girginol, Murat Seven, Nazmiye Oral",True,"Bob Lemmens, Ferry Bouman, Danielle Bouman, Patrick Dierickx, Nathalie Geudens, Timur, Serkan Bulut, Leyla Bulut",8,49.0,Series,TV-MA,7.8,True,8.0,True,,,7.9,17.659,Medium,0,17005,BE,,False,True,False,True,False,True
Undercover,,,s544,TV Show,False,Crime,"Crime, International, Action",2020,2020,6,False,2021-07-06,True,Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,24,10.0,,False,"Tom Waes, Anna Drijver, Frank Lammers, Elise Schaap, Raymond Thiry, Kris Cuppens, Kevin Janssens, Huub Smit",True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,"Belgium, Netherlands",,False,True,True,True,False,False
Undercover Brother 2,tt6843446,tm838876,s3310,Movie,True,Comedy,"Comedy, Action",2019,2010,7,False,2019-11-05,True,"Sixteen years ago, Undercover Brother and his younger brother were hot on the heels of the leader of a racist, worldwide syndicate, but accidentally got caught in an avalanche of white snow. After they were discovered and thawed out, Undercover Brother remained in a coma. Now, it is up to his little brother to finish the job they started.",59,20.0,Leslie Small,True,"Michael Jai White, Barry Bostwick, Jeff Daniel Phillips, Gary Owen, Isabelle Fretheim, Affion Crockett, Lindsay Lamb, Laila Odom, L. Warren Young, Tyler Crumley",True,"Undercover Brother / Narrator, The Man, Hank, Military Brother, Brenda Assassin (uncredited), Relevant Brother, Iona, Chief Honey, Barber, 10 years old Manson",18,85.0,Standard,R,3.4,True,3.9,True,,,3.65,4.658,Low,0,690,US,,False,False,True,True,False,False
Undercover Grandpa,,,s8660,Movie,True,Action,"Action, Family, Comedy",2016,2010,10,False,2017-11-01,True,"Jake's date with his dream girl takes a turn when she disappears, and Jake's grandpa – a former intelligence officer – sets out to find her.",26,18.0,Erik Canuel,True,"James Caan, Jessica Walter, Louis Gossett Jr., Dylan Everett, Paul Sorvino, Kenneth Welsh, Lawrence Dane, Paul Braunstein, Greta Onieogou",True,Unknown,0,94.0,Long,PG-13,,False,,False,,,,,Very Low,0,0,Canada,,False,False,True,True,False,False
Undercover: How to Operate Behind Enemy Lines,,,s8661,Movie,True,Classic,"Classic, Documentary",1943,1940,83,False,2017-03-31,True,This World War II-era training film dramatizes how secret agents should act while undercover and how to avoid capture by enemies.,21,45.0,John Ford,True,,False,Unknown,0,61.0,Standard,TV-PG,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Undercover Law,,,s4679,TV Show,False,Crime,"Crime, International",2017,2010,9,False,2018-08-31,True,Female intelligence agents infiltrate the disparate aspects of a Colombian cartel in an attempt to take down the drug lords and their associates.,23,14.0,,False,"Viña Machado, Juana del Río, Luna Baxter, Valeria Gálviz, Tommy Vasquez, Luis Mesa, Katherine Vélez, Juan Manuel Mendoza, Patrick Delmas, Ricardo Vesga, Toto Vega",True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,Colombia,,False,True,False,True,False,False
Undercover Law,tt8888710,ts83814,,TV Show,False,Drama,"Drama, Action",2018,2010,8,False,,False,An action-packed series about several Colombian women who work as intelligence agents. They investigate the perilous criminal activities of drug lords while maintaining their lives outside of work. Undercover Law is based on a true story.,36,14.0,,False,"Juana del Río, Valeria Galviz, Viña Machado, Luna Baxter",True,"Amelia, Alejandra, Sandra, Tatiana",4,54.0,Series,Not Rated,7.2,True,9.0,True,,,8.1,2.132,Low,0,215,CO,,False,True,True,True,False,True
Underdogs,,,s2386,Movie,True,Animation,"Animation, Adventure, Romance",2013,2010,13,False,2020-06-15,True,"When his archenemy returns to settle a score, a foosball ace and his magically incarnated team must save the town and woo back his girl.",25,9.0,Juan José Campanella,True,"Ariana Grande, Nicholas Hoult, Matthew Morrison, Eugenio Derbez, Taran Killam, Bobby Moynihan, Bella Thorne, Jay Pharoah, Dan Patrick, Shawn Mendes, Brooklyn Beckham, Chazz Palminteri, John Leguizamo, Mel Brooks, Rupert Grint, Rob Brydon, Anthony Head, Ralf Little, Eve Ponsonby, Peter Serafinowicz, Alex Norton, Alistair McGowan, Ezequiel Cipols",True,Unknown,0,85.0,Standard,PG,,False,,False,6.9,6.9,6.9,30.817,Medium,497,0,"Argentina, Spain",es,False,False,True,True,True,False
Underworld,,,s611,Movie,True,Action,"Action, Horror, Sci-Fi",2003,2000,23,False,2021-07-01,True,A vampire warrior begins to question her mission in the ancient war between the undead and werewolves when she falls for a human under her protection.,26,10.0,Len Wiseman,True,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy, Erwin Leder, Sophia Myles, Robbie Gee, Wentworth Miller, Kevin Grevioux",True,Unknown,0,121.0,Very Long,R,,False,,False,,,,,Very Low,0,0,"United States, United Kingdom, Germany, Hungary",,False,False,True,True,False,False
Underworld: Awakening,,,s612,Movie,True,Fantasy,"Fantasy, Action, Horror",2012,2010,14,False,2021-07-01,True,"As the war between vampires and Lycans rages on, Selene awakens from a prolonged, forced cryogenic sleep to face a harrowing new enemy: humans.",24,21.0,"Måns Mårlind, Björn Stein",True,"Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James, India Eisley, Sandrine Holt, Charles Dance, Kris Holden-Ried, Jacob Blair, Adam Greydon Reid",True,Unknown,0,89.0,Standard,R,,False,,False,6.322,6.322,6.32,36.167,Medium,4102,0,"United States, Canada",en,False,False,True,True,True,False
Underworld: Rise of the Lycans,,,s613,Movie,True,Action,"Action, Horror, Sci-Fi",2009,2000,17,False,2021-07-01,True,"Set in the year 1402, this prequel follows Lucian, the first werewolf to take human form, and chronicles the feud between the vampires and the Lycans.",26,30.0,Patrick Tatopoulos,True,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh, Kevin Grevioux, David Aston, Geraldine Brophy, Leighton Cardno, Alex Carroll, Elizabeth Hawthorne, Jason Hood",True,Unknown,0,92.0,Long,R,,False,,False,,,,,Very Low,0,0,"United States, New Zealand",,False,False,True,True,False,False
Unexpectedly Yours,tt7686876,tm368697,s1648,Movie,True,Comedy,"Comedy, Romance",2017,2010,9,False,2020-11-26,True,"Two former high school friends Patty and Cocoy find each other unexpectedly 30 years later, not only as organizers of their high school reunion, but also as new neighbors. Patty and her daughter Yanni's quiet lives then get an unexpected shake-up when love—in the form of Cocoy and his nephew Jason —comes knocking on their door.",56,18.0,Cathy Garcia-Molina,True,"Sharon Cuneta, Robin Padilla, Julia Barretto, Joshua Garcia",True,"Patty, Cocoy, Yanni, Jason",5,120.0,Very Long,TV-14,6.7,True,7.5,True,,,7.1,2.461,Low,0,180,PH,,False,False,True,True,False,False
Unfinished Song,,,s8662,Movie,True,Comedy,"Comedy, Drama, Independent",2012,2010,14,False,2019-07-22,True,"With his wife terminally ill, Arthur's future seems grim. But he learns to find joy in life again when he joins an unconventional church choir.",25,15.0,Paul Andrew Williams,True,"Terence Stamp, Gemma Arterton, Christopher Eccleston, Vanessa Redgrave, Anne Reid, Elizabeth Counsell, Ram John Holder, Bill Thomas, Orla Hill",True,Unknown,0,94.0,Long,PG-13,,False,,False,,,,,Very Low,0,0,"United Kingdom, Germany",,False,False,True,True,False,False
Unfriended,,,s1844,Movie,True,Horror,"Horror, Mystery, Thriller",2014,2010,12,False,2020-10-16,True,Six teens whose cyberbullying drove their classmate to kill herself become the target of an online stalker with a lethal agenda.,21,10.0,Levan Gabriadze,True,"Shelley Hennig, Moses Storm, Renee Olstead, Will Peltz, Jacob Wysocki, Courtney Halverson, Heather Sossaman, Matthew Bohrer, Mickey River, Cal Barnes",True,Unknown,0,83.0,Standard,R,,False,,False,5.5,5.5,5.5,15.527,Medium,3356,0,"United States, Russia",en,False,True,False,True,True,False
Unfriended,tt3713166,tm134791,,Movie,True,Thriller,"Thriller, Horror, Drama",2015,2010,11,False,,False,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.",56,10.0,Levan Gabriadze,True,"Shelley Hennig, Heather Sossaman, Renee Olstead, Matthew Bohrer, Moses Storm, Will Peltz, Jacob Wysocki, Courtney Halverson, Mickey River, Cal Barnes",True,"Blaire Lilly, Laura Barns ""billie227"", Jess Felton, Matt, Mitch Roussel, Adam Sewell, Ken Smith, Val Rommel, Dank Jimmy, Rando Pauls",13,82.0,Standard,R,5.5,True,5.5,True,,,5.5,26.429,Medium,0,73854,US,,False,True,True,True,False,True
Ungli,tt2392447,tm143299,s2748,Movie,True,Thriller,"Thriller, Crime, Drama",2014,2010,12,False,2020-04-01,True,"When a corrupt judicial system lets a drunken driver off scott-free, four gym friends become vigilantes to avenge the death of their trainer.",23,5.0,Renzil D'Silva,True,"Emraan Hashmi, Kangana Ranaut, Sanjay Dutt, Randeep Hooda, Neha Dhupia, Angad Bedi, Reema Lagoo, Arunoday Singh, Shivkumar Subramaniam, Raza Murad",True,"Nikhil Abhyankar, Maya, Ashok Kale, Abhay Kashyap, Teesta, Kaleem, Abhay's Mother, Ricky, Shivraman, Arvind Kaul",16,114.0,Long,PG-13,5.8,True,5.8,True,,,5.8,2.757,Low,0,3914,IN,,False,False,True,True,False,False
